Column1,Type,Phylum,Class,Order,Family,Genus,Species,Human,Zoonotic,Domestic,Wildlife,HostGroup,HostOrder,HostFamily,HostSpecies,HostName,Association,Method,Reference,PMID,Additional,Synonym,Disease,Taylor,Emerging,Emerging.Source,VectorBorne,GramStain,Motility,Spore,Oxygen,Cell,Infection,Abbreviation,Strain,Genome,Gsize,ProteinCount,PercentGC,HostSpeciesPHB,HostSpecies.new,N.genomes,Genome.size,Genome.GC,Genome.genes
1500,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Procellariiformes,Hydrobatidae,Oceanodroma leucorhoa,Leach's storm-petrel,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Hydrobatesleucorhous,Hydrobates leucorhous,19,1.183705263,39.02642632,1050.388889
1501,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Procellariiformes,Procellariidae,Fulmarus glacialis,Northern fulmar,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Fulmarusglacialis,Fulmarus glacialis,19,1.183705263,39.02642632,1050.388889
1502,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Procellariiformes,Procellariidae,Puffinus tenuirostris,Short-tailed shearwater,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Ardennatenuirostris,Ardenna tenuirostris,19,1.183705263,39.02642632,1050.388889
1503,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Agapornis roseicollis,Rosy-faced lovebird,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Agapornisroseicollis,Agapornis roseicollis,19,1.183705263,39.02642632,1050.388889
1504,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Anodorhynchus hyacinthinus,Hyacinth macaw,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Anodorhynchushyacinthinus,Anodorhynchus hyacinthinus,19,1.183705263,39.02642632,1050.388889
1505,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Aprosmictus erythropterus,Red-winged parrot,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Aprosmictuserythropterus,Aprosmictus erythropterus,19,1.183705263,39.02642632,1050.388889
1506,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Brotogeris pyrrhoptera,Grey-cheeked parakeet,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Brotogerispyrrhoptera,Brotogeris pyrrhoptera,19,1.183705263,39.02642632,1050.388889
1507,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Cacatua galerita,Sulphur-crested cockatoo,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Cacatuagalerita,Cacatua galerita,19,1.183705263,39.02642632,1050.388889
1508,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Charmosyna josefinae,Josephine's lorikeet,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Charmosynajosefinae,Charmosyna josefinae,19,1.183705263,39.02642632,1050.388889
1509,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Forpus xanthopterygius,Blue-winged parrotlet,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Forpusxanthopterygius,Forpus xanthopterygius,19,1.183705263,39.02642632,1050.388889
1510,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Lathamus discolor,Swift parrot,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Lathamusdiscolor,Lathamus discolor,19,1.183705263,39.02642632,1050.388889
1511,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Budgerigar,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Melopsittacusundulatus,Melopsittacus undulatus,19,1.183705263,39.02642632,1050.388889
1512,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Neophema elegans,Elegant parrot,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Neophemaelegans,Neophema elegans,19,1.183705263,39.02642632,1050.388889
1513,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Nestor notabilis,Kea,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Nestornotabilis,Nestor notabilis,19,1.183705263,39.02642632,1050.388889
1514,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Nymphicus hollandicus,Cockatiel,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Nymphicushollandicus,Nymphicus hollandicus,19,1.183705263,39.02642632,1050.388889
1515,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Pionites leucogaster,White-bellied parrot,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Pionitesleucogaster,Pionites leucogaster,19,1.183705263,39.02642632,1050.388889
1516,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Pionopsitta barrabandi,Orange-cheeked parrot,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Pyriliabarrabandi,Pyrilia barrabandi,19,1.183705263,39.02642632,1050.388889
1517,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Poicephalus gulielmi,Red-fronted parrot,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Poicephalusgulielmi,Poicephalus gulielmi,19,1.183705263,39.02642632,1050.388889
1518,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Probosciger aterrimus,Palm cockatoo,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Proboscigeraterrimus,Probosciger aterrimus,19,1.183705263,39.02642632,1050.388889
1519,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Psittacula cyanocephala,Plum-headed parakeet,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Psittaculacyanocephala,Psittacula cyanocephala,19,1.183705263,39.02642632,1050.388889
1520,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Psittaciformes,Psittacidae,Purpureicephalus spurius,Red-capped parrot,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Purpureicephalusspurius,Purpureicephalus spurius,19,1.183705263,39.02642632,1050.388889
1521,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Sphenisciformes,Spheniscidae,Aptenodytes forsteri,Emperor penguin,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Aptenodytesforsteri,Aptenodytes forsteri,19,1.183705263,39.02642632,1050.388889
1522,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Strigiformes,Strigidae,Aegolius acadicus,Northern saw-whet owl,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Aegoliusacadicus,Aegolius acadicus,19,1.183705263,39.02642632,1050.388889
1523,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Strigiformes,Strigidae,Asio otus,Long-eared owl,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Asiootus,Asio otus,19,1.183705263,39.02642632,1050.388889
1524,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Strigiformes,Strigidae,Strix aluco,Tawny owl,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Strixaluco,Strix aluco,19,1.183705263,39.02642632,1050.388889
1525,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Strigiformes,Tytonidae,Tyto alba,Barn-owl,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Tytoalba,Tyto alba,19,1.183705263,39.02642632,1050.388889
1526,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Struthioniformes,Apterygidae,Apteryx owenii,Little spotted kiwi,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Apteryxowenii,Apteryx owenii,19,1.183705263,39.02642632,1050.388889
1527,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Struthioniformes,Rheidae,Rhea americana,Greater rhea,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Rheaamericana,Rhea americana,19,1.183705263,39.02642632,1050.388889
1528,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Struthioniformes,Struthionidae,Struthio camelus,Common ostrich,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Struthiocamelus,Struthio camelus,19,1.183705263,39.02642632,1050.388889
1529,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Suliformes,Anhingidae,Anhinga rufa,African darter,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Anhingarufa,Anhinga rufa,19,1.183705263,39.02642632,1050.388889
1530,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax carbo,Great cormorant,Pathogenic,Antibodies,,14522700,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Phalacrocoraxcarbo,Phalacrocorax carbo,19,1.183705263,39.02642632,1050.388889
1531,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Mammalia,Lagomorpha,Leporidae,Lepus americanus,Snowshoe hare,Pathogenic,Isolation,,4328689,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Lepusamericanus,Lepus americanus,19,1.183705263,39.02642632,1050.388889
1532,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,No,Yes,Rodentia,Rodentia,Cricetidae,Ondatra zibethicus,Muskrat,Pathogenic,Isolation,,4328689,19220335,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Ondatrazibethicus,Ondatra zibethicus,19,1.183705263,39.02642632,1050.388889
1533,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,Yes,No,Aves,Anseriformes,Anatidae,Anas platyrhynchos,Mallard,Pathogenic,Isolation,,18947944,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Anasplatyrhynchos,Anas platyrhynchos,19,1.183705263,39.02642632,1050.388889
1534,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,Yes,No,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Domestic turkey,Pathogenic,PCR,,20592139,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",Avian chlamydiosis,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Meleagrisgallopavo,Meleagris gallopavo,19,1.183705263,39.02642632,1050.388889
1535,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,Yes,No,Rodentia,Rodentia,Muridae,Rattus rattus,Black rat,Pathogenic,Isolation,,NA,http://www.piwet.pulawy.pl/bulletin/images/stories/pdf/20083/20083347350.pdf,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Rattusrattus,Rattus rattus,19,1.183705263,39.02642632,1050.388889
1536,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Bos taurus,Domestic cattle,Pathogenic,PCR,,12682170,8605581,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Bostaurus,Bos taurus,19,1.183705263,39.02642632,1050.388889
1537,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Capra hircus,Domestic goat,Pathogenic,Isolation,,3190599,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Caprahircus,Capra hircus,19,1.183705263,39.02642632,1050.388889
1538,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Ovis aries,Domestic sheep,Pathogenic,Isolation,,8273271,,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Ovisaries,Ovis aries,19,1.183705263,39.02642632,1050.388889
1539,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Suidae,Sus scrofa domesticus,Domestic pig,Pathogenic,Isolation,,NA,DOI: 10.1186/1297-9716-42-29,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Susscrofadomesticus,Sus scrofa domesticus,19,1.183705263,39.02642632,1050.388889
1540,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Yes,Yes,Yes,No,Ungulates,Perissodactyla,Equidae,Equus caballus,Horse,Pathogenic,Isolation,,7067460,doi:10.1016/0378-1135(90)90046-X,"Chlamydophila psittaci; Rickettsiaformis psittacosis; Rickettsia psittaci, etc.",,Yes,Yes,PMID: 23098816,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Equuscaballus,Equus caballus,19,1.183705263,39.02642632,1050.388889
1542,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia suis,No,No,Yes,No,Ungulates,Artiodactyla,Suidae,Sus scrofa domesticus,Domestic pig,Pathogenic,Isolation,,23105027,DOI: 10.1186/1297-9716-42-29,,,No,No,,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Susscrofadomesticus,Sus scrofa domesticus,32,1.089200625,41.99037813,979.483871
1543,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,9784136,,Rickettsia trachomatis; Rickettsia trachomae; Chlamydozoon trachomatis,Chlamydia; Trachoma,Yes,Yes,Taylor; Jones,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,94,1.585046489,40.95368617,1437.010638
1544,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,PCR,,19220336,,Candidatus Parachlamydia acanthamoebae,,No,Yes,,No,Gram-variable,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,2,3.00412,38.95,2610.5
1545,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Bos taurus,Domestic cattle,Pathogenic,PCR,,22341682,,Candidatus Parachlamydia acanthamoebae,,No,Yes,,No,Gram-variable,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Bostaurus,Bos taurus,2,3.00412,38.95,2610.5
1546,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Simkania,Simkania negevensis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,14514154,17907044,,,No,Yes,,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,0,NA,NA,NA
1547,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Waddliaceae,Waddlia,Waddlia chondrophila,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,PCR,,21498387,,,,No,No,,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,0,NA,NA,NA
1548,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Waddliaceae,Waddlia,Waddlia chondrophila,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Bos taurus,Domestic cattle,Pathogenic,Isolation,,14667020,,,,No,No,,No,Gram-negative,Non-motile,No,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Bostaurus,Bos taurus,0,NA,NA,NA
